PMT 187 : Orientation H : Layer 6 : Origin (-737.5,609,4107.4) : Extent (-1473.5→-1.5, 509→709, 4101.4→4107.4)
PMT 188 : Orientation H : Layer 6 : Origin (737.5,812,4107.4) : Extent (1.5→1473.5, 712→912, 4101.4→4107.4)
PMT 189 : Orientation H : Layer 6 : Origin (-737.5,812,4107.4) : Extent (-1473.5→-1.5, 712→912, 4101.4→4107.4)
PMT 190 : Orientation H : Layer 6 : Origin (737.5,1015,4107.4) : Extent (1.5→1473.5, 915→1115, 4101.4→4107.4)
PMT 191 : Orientation H : Layer 6 : Origin (-737.5,1015,4107.4) : Extent (-1473.5→-1.5, 915→1115, 4101.4→4107.4)
PMT 192 : Orientation H : Layer 6 : Origin (737.5,1218,4107.4) : Extent (1.5→1473.5, 1118→1318, 4101.4→4107.4)
PMT 193 : Orientation H : Layer 6 : Origin (-737.5,1218,4107.4) : Extent (-1473.5→-1.5, 1118→1318, 4101.4→4107.4)
PMT 194 : Orientation V : Layer 7 : Origin (-1421,652.5,4228.5) : Extent (-1521→-1321, 1.5→1303.5, 4222.5→4228.5)
PMT 195 : Orientation V : Layer 7 : Origin (-1421,-652.5,4228.5) : Extent (-1521→-1321, -1303.5→-1.5, 4222.5→4228.5)
PMT 196 : Orientation V : Layer 7 : Origin (-1218,652.5,4228.5) : Extent (-1318→-1118, 1.5→1303.5, 4222.5→4228.5)
PMT 197 : Orientation V : Layer 7 : Origin (-1218,-652.5,4228.5) : Extent (-1318→-1118, -1303.5→-1.5, 4222.5→4228.5)
PMT 198 : Orientation V : Layer 7 : Origin (-1015,652.5,4228.5) : Extent (-1115→-915, 1.5→1303.5, 4222.5→4228.5)
PMT 199 : Orientation V : Layer 7 : Origin (-1015,-652.5,4228.5) : Extent (-1115→-915, -1303.5→-1.5, 4222.5→4228.5)
PMT 200 : Orientation V : Layer 7 : Origin (-812,652.5,4228.5) : Extent (-912→-712, 1.5→1303.5, 4222.5→4228.5)
PMT 201 : Orientation V : Layer 7 : Origin (-812,-652.5,4228.5) : Extent (-912→-712, -1303.5→-1.5, 4222.5→4228.5)
PMT 202 : Orientation V : Layer 7 : Origin (-609,652.5,4228.5) : Extent (-709→-509, 1.5→1303.5, 4222.5→4228.5)
PMT 203 : Orientation V : Layer 7 : Origin (-609,-652.5,4228.5) : Extent (-709→-509, -1303.5→-1.5, 4222.5→4228.5)
